accession_number,filename,file_date,file_type,cik
000089180402000075,file002.txt,2002-01-25,485BPOS,0000896898
000089180402000081,file002.txt,2002-01-25,485BPOS,0000896944
000089180402000079,file002.txt,2002-01-25,485BPOS,0000896920
000089180402000072,file002.txt,2002-01-25,485BPOS,0000896678
000089180402000073,file002.txt,2002-01-25,485BPOS,0000896896
000089180402000090,file002.txt,2002-01-25,485BPOS,0000896294
000089180402000092,file002.txt,2002-01-25,485BPOS,0000896298
000089180402000069,file002.txt,2002-01-25,485BPOS,0000895439
000089180402000094,file002.txt,2002-01-25,485BPOS,0000897396
000089180402000082,file002.txt,2002-01-25,485BPOS,0000896945
000091205702004514,a2069647zex-10_20.htm,2002-02-07,EX-10.20,0001103415
000110465902000266,j2817_10qsb.htm,2002-02-12,10QSB,0000004317
000091205702007517,a2071911z424b5.txt,2002-02-26,424B5,0000318996
000089180402000340,file002.txt,2002-02-22,485BPOS,0000896625
000089180402000361,file002.txt,2002-02-22,485BPOS,0001024891
000089180402000355,file002.txt,2002-02-22,485BPOS,0000896958
000089180402000359,file002.txt,2002-02-22,485BPOS,0001024856
000089180402000362,file002.txt,2002-02-22,485BPOS,0000733274
000089180402000364,file002.txt,2002-02-22,485BPOS,0000895436
000089180402000346,file002.txt,2002-02-22,485BPOS,0000896921
000089180402000356,file002.txt,2002-02-22,485BPOS,0001024824
000089180402000363,file002.txt,2002-02-22,485BPOS,0000842271
000089180402000374,file002.txt,2002-02-22,485BPOS,0000896602
000089180402000341,file002.txt,2002-02-22,485BPOS,0000896642
000089180402000365,file002.txt,2002-02-22,485BPOS,0000897399
000089180402000360,file002.txt,2002-02-22,485BPOS,0001024889
000089180402000358,file002.txt,2002-02-22,485BPOS,0001024826
000089180402000371,file002.txt,2002-02-22,485BPOS,0000896572
000089180402000373,file002.txt,2002-02-22,485BPOS,0000896601
000089180402000345,file002.txt,2002-02-22,485BPOS,0000896904
000089180402000354,file002.txt,2002-02-22,485BPOS,0000896957
000089180402000357,file002.txt,2002-02-22,485BPOS,0001024825
000089180402000369,file002.txt,2002-02-22,485BPOS,0000896355
000089180402000350,file002.txt,2002-02-22,485BPOS,0000896927
000089180402000368,file002.txt,2002-02-22,485BPOS,0000896326
000089180402000372,file002.txt,2002-02-22,485BPOS,0000896573
000089180402000342,file002.txt,2002-02-22,485BPOS,0000896716
000089180402000353,file002.txt,2002-02-22,485BPOS,0000896956
000089180402000347,file002.txt,2002-02-22,485BPOS,0000896924
000089180402000343,file002.txt,2002-02-22,485BPOS,0000896902
000089180402000351,file002.txt,2002-02-22,485BPOS,0000896928
000089180402000349,file002.txt,2002-02-22,485BPOS,0000896926
000089180402000370,file002.txt,2002-02-22,485BPOS,0000896372
000089180402000344,file002.txt,2002-02-22,485BPOS,0000896903
000089180402000366,file002.txt,2002-02-22,485BPOS,0000897400
000089180402000352,file002.txt,2002-02-22,485BPOS,0000896946
000089180402000348,file002.txt,2002-02-22,485BPOS,0000896925
000089180402000367,file002.txt,2002-02-22,485BPOS,0000896325
000091403902000117,y58881ex10-15.txt,2002-03-28,EX-10.15,0001053439
000092701602001399,d10q.txt,2002-03-12,10-Q,0000357020
000101287002001188,d10k.txt,2002-03-14,10-K,0000859360
000095015202002160,l93029ae10-k405.txt,2002-03-22,10-K405,0000917857
000095012302002331,z06544ex10-1.txt,2002-03-08,EX-10.1,0001168338
000089924302000880,d10k405.txt,2002-03-29,10-K405,0001059167
000091205702011792,a2073471z10-k.htm,2002-03-27,10-K,0001115836
000095011702000704,a32338.txt,2002-03-29,10-K405,0001062292
000095014402002517,g74458e10kt405.txt,2002-03-21,10KT405,0000882287
000095013202000057,d10k.txt,2002-03-27,10-K,0001020391
000094937702000193,asb54297-10k405.txt,2002-03-27,10-K405,0001095862
000091205702008668,a2072400zs-1.htm,2002-03-05,S-1,0001130713
000094340302000002,cincinnati.txt,2002-04-04,EX-10.27,0000943403
000095015202002659,l93025aex10-b.txt,2002-04-01,EX-10.B,0001026655
000006427902000009,ex10-10.txt,2002-04-16,EX-10,0000064279
000089155402001880,d50269_10-k.txt,2002-04-01,10-K,0001015923
000006427902000009,ex10-07.txt,2002-04-16,EX-10,0000064279
000113031902000296,t06827aex10-2.txt,2002-04-17,EX-10.2,0001168338
000095014402004043,g75603ex99-2.txt,2002-04-17,EX-99.2,0000882287
000101968702000605,igo_10k-123101.txt,2002-04-15,10-K,0001073773
000095013602000938,file001.txt,2002-04-01,10KSB40,0001039646
000095012902001676,h95091ex10-17_a.txt,2002-04-01,EX-10.17.A,0001001718
000106880002000099,exh10p6.txt,2002-04-24,EX-10.6,0000055080
000091205702015487,a2072689zs-1a.htm,2002-04-17,S-1/A,0001130713
000089180402000714,file002.txt,2002-04-24,485BPOS,0001024827
000089180402000731,file002.txt,2002-04-24,485BPOS,0000277829
000089180402000726,file002.txt,2002-04-24,485BPOS,0000896374
000089180402000718,file002.txt,2002-04-24,485BPOS,0001024871
000089180402000722,file002.txt,2002-04-24,485BPOS,0000896331
000089180402000729,file002.txt,2002-04-24,485BPOS,0000896606
000089180402000728,file002.txt,2002-04-24,485BPOS,0000896604
000089180402000717,file002.txt,2002-04-24,485BPOS,0001024869
000089180402000721,file002.txt,2002-04-24,485BPOS,0000310388
000089180402000725,file002.txt,2002-04-24,485BPOS,0000896373
